id,Site,Date,Atelier,Chaine,Activite,Objectif,Min_Produit,Min_Pres,Rend,Ecart,Qte,Min_Moyen,Absence,Ajouter,Semaine
10978,SOTUINTEX,4/10/2021,C,C1,Confection,0.58,9133,15816,0.58,0,288,31.7118,0.08,SOTUNITEX,14
10979,SOTUINTEX,4/10/2021,C,C2,Confection,0.5,6584,16018,0.41,-0.09,209,31.5024,0.08,SOTUNITEX,14
10980,SOTUINTEX,4/10/2021,C,C3,Confection,0.65,10375,16600,0.63,-0.03,250,41.5,0.05,SOTUNITEX,14
10981,POLEX,4/10/2021,P1,PG1,Confection,0.7,4825.8,6870,0.7,0,319,15.1279,0.08,NADIA,14
10982,POLEX,4/10/2021,P1,PG2,Confection,0.7,5194.2,10710,0.48,-0.22,425,12.2216,0.08,NADIA,14
10983,POLEX,4/10/2021,P1,PG3,Confection,0.7,3556.8,7500,0.47,-0.23,185,19.2259,0.08,NADIA,14
10984,POLEX,4/10/2021,P1,PG4,Confection,0.7,6022.2,10080,0.6,-0.1,560,10.7539,0.08,NADIA,14
10985,POLEX,4/10/2021,P1,PG5,Confection,0.7,5324.4,9450,0.56,-0.14,456,11.6763,0.08,NADIA,14
10986,POLEX,4/10/2021,P1,PG6,Confection,0.7,5697.6,9180,0.62,-0.08,488,11.6754,0.08,NADIA,14
10987,POLEX,4/10/2021,P2,TG1,Confection,0.7,6202.2,8580,0.72,0.02,351,17.6701,0.19,NADIA,14
10988,POLEX,4/10/2021,P2,TG2,Confection,0.7,5355,7560,0.71,0.01,204,26.25,0.19,NADIA,14
10989,POLEX,4/10/2021,P2,TG3,Confection,0.7,6050.4,9925.2,0.61,-0.09,140,43.2171,0.19,NADIA,14
10990,POLEX,4/10/2021,P2,TG4,Confection,0.7,5324.4,7335,0.73,0.03,456,11.6763,0.19,NADIA,14
10991,POLEX,4/10/2021,P2,TG5,Confection,0.45,1519.2,4860,0.31,-0.14,100,15.192,0.19,NADIA,14
10992,TMT,4/12/2021,M1,S2,Confection,0.62,29629.8,53820.6,0.55,-0.07,2395,12.3715,0.12,Manizia,15
10993,TMT,4/12/2021,M2,Section 11,Confection,0.62,16188.2,33264.6,0.49,-0.13,1067,15.1717,0.19,Manizia,15
10994,TMT,4/12/2021,M2,Section 12,Confection,0.62,20692,34566,0.6,-0.02,1641,12.6094,0.17,Manizia,15
10995,TUNITEX,4/12/2021,A2,Section 1,Confection,0.59,17622,34590,0.51,-0.08,1578,11.1673,0.13,Marwa,15
10996,TUNITEX,4/12/2021,A2,Section 2,Confection,0.59,19727,33755,0.58,-0.01,1484,13.2931,0.19,Marwa,15
10997,TUNITEX,4/12/2021,A3,Section 1,Confection,0.59,16652,31050,0.54,-0.05,1566,10.6335,0.38,Marwa,15
10998,TUNITEX,4/12/2021,A3,Section 2,Confection,0.59,13410,22125,0.61,0.02,867,15.4671,0.3,Marwa,15
10999,MCM,4/12/2021,MCM,MCM,Confection,0.53,15734,34230,0.46,-0.07,1731,9.08954,0.12,Marwa,15
11000,TFG,4/12/2021,TFG,TFG,Confection,0.49,19537,40005,0.49,0,1512,12.9213,0.15,Marwa,15
11001,ATS,4/12/2021,ATS,ATS,Confection,0.58,22452,38235,0.59,0.01,1634,13.7405,0.23,Marwa,15
11002,FINO INTER,4/12/2021,FINITION,FINITION,Lavage,0.7,5400,10080,0.54,-0.16,540,10,0.28,Mohamed,15
11003,FINO INTER,4/12/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,10499,11040,0.95,0.25,3950,2.65797,0.08,Mohamed,15
11004,FINO INTER,4/12/2021,Lavage,Lavage,Lavage,0.6,3524,3840,0.92,0.32,2109,1.67093,0,Mohamed,15
11005,FINO INTER,4/12/2021,Teinture,Teinture,Lavage,0.6,1744,2880,0.61,0.01,1350,1.29185,0.13,Mohamed,15
11006,SOTUINTEX,4/12/2021,A,A1,Confection,0.8,10369,14335,0.72,-0.08,233,44.5021,0.08,SOTUNITEX,15
11007,SOTUINTEX,4/12/2021,A,A2,Confection,0.8,10369,14107,0.74,-0.06,233,44.5021,0.07,SOTUNITEX,15
11008,SOTUINTEX,4/12/2021,A,A3,Confection,0.8,10413,15008,0.69,-0.11,234,44.5,0.03,SOTUNITEX,15
11009,SOTUINTEX,4/12/2021,B,B1,Confection,0.83,10523,12619,0.83,0,305,34.5016,0.08,SOTUNITEX,15
11010,SOTUINTEX,4/12/2021,B,B2,Confection,0.83,10557,12703,0.83,0,306,34.5,0.03,SOTUNITEX,15
11011,SOTUINTEX,4/12/2021,C,C1,Confection,0.5,9600,20627,0.47,-0.03,300,32,0.06,SOTUNITEX,15
11012,SOTUINTEX,4/12/2021,C,C2,Confection,0.5,9387,20738,0.45,-0.05,298,31.5,0.05,SOTUNITEX,15
11013,SOTUINTEX,4/12/2021,C,C3,Confection,0.65,13131,20507,0.64,-0.01,274,47.9234,0.04,SOTUNITEX,15
11014,POLEX,4/12/2021,P1,PG1,Confection,0.7,5208.6,9690,0.54,-0.16,371,14.0394,0.12,NADIA,15
11015,POLEX,4/12/2021,P1,PG2,Confection,0.7,8005.2,11985,0.67,-0.03,655,12.2217,0.12,NADIA,15
11016,POLEX,4/12/2021,P1,PG3,Confection,0.7,6156.6,9090,0.68,-0.02,292,21.0842,0.12,NADIA,15
11017,POLEX,4/12/2021,P1,PG4,Confection,0.7,6240.6,10485,0.6,-0.1,580,10.7597,0.12,NADIA,15
11018,POLEX,4/12/2021,P1,PG5,Confection,0.7,7262.4,11235,0.65,-0.05,622,11.6759,0.12,NADIA,15
11019,POLEX,4/12/2021,P1,PG6,Confection,0.7,6106.8,10905,0.56,-0.14,523,11.6765,0.12,NADIA,15
11020,POLEX,4/12/2021,P2,TG1,Confection,0.7,8658.6,12045,0.72,0.02,490,17.6706,0.19,NADIA,15
11021,POLEX,4/12/2021,P2,TG2,Confection,0.7,4252.2,9690,0.44,-0.26,167,25.4623,0.19,NADIA,15
11022,POLEX,4/12/2021,P2,TG3,Confection,0.7,7347,11948.4,0.61,-0.09,170,43.2176,0.19,NADIA,15
11023,POLEX,4/12/2021,P2,TG4,Confection,0.7,6281.4,8865,0.71,0.01,538,11.6755,0.19,NADIA,15
11024,POLEX,4/12/2021,P2,TG5,Confection,0.45,2014.2,5610,0.36,-0.09,169,11.9183,0.19,NADIA,15
11025,TMT,4/13/2021,M1,S2,Confection,0.62,24517.8,43900.2,0.56,-0.06,1943,12.6185,0.09,Manizia,15
11026,TMT,4/13/2021,M2,Section 11,Confection,0.62,14764.2,28720.2,0.51,-0.11,1021,14.4605,0.17,Manizia,15
11027,TMT,4/13/2021,M2,Section 12,Confection,0.62,16359.8,29510.4,0.55,-0.07,1333,12.2729,0.13,Manizia,15
11028,TUNITEX,4/13/2021,A2,Section 1,Confection,0.59,14669,27780,0.53,-0.06,1083,13.5448,0.11,Marwa,15
11029,TUNITEX,4/13/2021,A2,Section 2,Confection,0.59,15559,26790,0.58,-0.01,1227,12.6805,0.15,Marwa,15
11030,TUNITEX,4/13/2021,A3,Section 1,Confection,0.59,13124,25860,0.51,-0.08,1290,10.1736,0.32,Marwa,15
11031,TUNITEX,4/13/2021,A3,Section 2,Confection,0.59,10503,18015,0.58,-0.01,688,15.266,0.26,Marwa,15
11032,MCM,4/13/2021,MCM,MCM,Confection,0.53,14407,28560,0.5,-0.03,1574,9.15311,0.11,Marwa,15
11033,TFG,4/13/2021,TFG,TFG,Confection,0.49,15695,34140,0.46,-0.03,1301,12.0638,0.12,Marwa,15
11034,ATS,4/13/2021,ATS,ATS,Confection,0.58,19022,32025,0.59,0.01,1381,13.7741,0.21,Marwa,15
11035,FINO INTER,4/13/2021,FINITION,FINITION,Lavage,0.7,6440,12000,0.54,-0.16,644,10,0.14,Mohamed,15
11036,FINO INTER,4/13/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8133,9600,0.85,0.15,3214,2.53049,0.2,Mohamed,15
11037,FINO INTER,4/13/2021,Lavage,Lavage,Lavage,0.6,2795,3840,0.73,0.13,1715,1.62974,0,Mohamed,15
11038,FINO INTER,4/13/2021,Teinture,Teinture,Lavage,0.6,1349,2880,0.47,-0.13,795,1.69686,0,Mohamed,15
11039,SOTUINTEX,4/13/2021,A,A1,Confection,0.8,10369,17059,0.61,-0.19,233,44.5021,0.05,SOTUNITEX,15
11040,SOTUINTEX,4/13/2021,A,A2,Confection,0.8,10369,15557,0.67,-0.13,233,44.5021,0.05,SOTUNITEX,15
11041,SOTUINTEX,4/13/2021,A,A3,Confection,0.8,10413,16213,0.64,-0.16,234,44.5,0.04,SOTUNITEX,15
11042,SOTUINTEX,4/13/2021,B,B1,Confection,0.75,8970,14011,0.64,-0.11,260,34.5,0.01,SOTUNITEX,15
11043,SOTUINTEX,4/13/2021,B,B2,Confection,0.75,8970,14428,0.62,-0.13,260,34.5,0,SOTUNITEX,15
11044,SOTUINTEX,4/13/2021,C,C1,Confection,0.5,10462,23600,0.44,-0.06,343,30.5015,0.02,SOTUNITEX,15
11045,SOTUINTEX,4/13/2021,C,C2,Confection,0.5,5639,23009,0.25,-0.25,179,31.5028,0.04,SOTUNITEX,15
11046,SOTUINTEX,4/13/2021,C,C3,Confection,0.78,18025,23048,0.78,0,350,51.5,0.03,SOTUNITEX,15
11047,POLEX,4/13/2021,P1,PG1,Confection,0.7,6818.4,9690,0.7,0,490,13.9151,0.07,NADIA,15
11048,POLEX,4/13/2021,P1,PG2,Confection,0.7,7443,13470,0.55,-0.15,609,12.2217,0.07,NADIA,15
11049,POLEX,4/13/2021,P1,PG3,Confection,0.7,4491,8415,0.53,-0.17,213,21.0845,0.07,NADIA,15
11050,POLEX,4/13/2021,P1,PG4,Confection,0.7,7602,11760,0.65,-0.05,709,10.7221,0.07,NADIA,15
11051,POLEX,4/13/2021,P1,PG5,Confection,0.7,7410,10725,0.69,-0.01,579,12.7979,0.07,NADIA,15
11052,POLEX,4/13/2021,P1,PG6,Confection,0.7,5417.4,11670,0.46,-0.24,464,11.6754,0.07,NADIA,15
11053,POLEX,4/13/2021,P2,TG1,Confection,0.7,8287.2,11730,0.71,0.01,469,17.6699,0.15,NADIA,15
11054,POLEX,4/13/2021,P2,TG2,Confection,0.7,5008.8,10515,0.48,-0.22,285,17.5747,0.15,NADIA,15
11055,POLEX,4/13/2021,P2,TG3,Confection,0.7,7347,12180,0.6,-0.1,170,43.2176,0.15,NADIA,15
11056,POLEX,4/13/2021,P2,TG4,Confection,0.7,6316.8,9000,0.7,0,541,11.6762,0.15,NADIA,15
11057,POLEX,4/13/2021,P2,TG5,Confection,0.45,1404.6,5730,0.25,-0.2,124,11.3274,0.15,NADIA,15
11058,TMT,4/14/2021,M1,S2,Confection,0.62,26405.7,44266.2,0.6,-0.02,2119,12.4614,0.09,Manizia,15
11059,TMT,4/14/2021,M2,Section 11,Confection,0.62,17148.9,29959.8,0.57,-0.05,1259,13.621,0.11,Manizia,15
11060,TMT,4/14/2021,M2,Section 12,Confection,0.62,17532.8,29041.2,0.6,-0.02,1411,12.4258,0.14,Manizia,15
11061,TUNITEX,4/14/2021,A2,Section 1,Confection,0.59,16558,27825,0.6,0.01,1194,13.8677,0.11,Marwa,15
11062,TUNITEX,4/14/2021,A2,Section 2,Confection,0.59,15752,27480,0.57,-0.02,1236,12.7443,0.14,Marwa,15
11063,TUNITEX,4/14/2021,A3,Section 1,Confection,0.59,14730,27180,0.54,-0.05,1522,9.67805,0.27,Marwa,15
11064,TUNITEX,4/14/2021,A3,Section 2,Confection,0.59,11097,18705,0.59,0,721,15.3911,0.25,Marwa,15
11065,MCM,4/14/2021,MCM,MCM,Confection,0.53,15650,29400,0.53,0,1693,9.24395,0.09,Marwa,15
11066,TFG,4/14/2021,TFG,TFG,Confection,0.49,15763,34110,0.46,-0.03,1340,11.7634,0.12,Marwa,15
11067,ATS,4/14/2021,ATS,ATS,Confection,0.58,18272,31185,0.59,0.01,1313,13.9162,0.23,Marwa,15
11068,SOTUINTEX,4/14/2021,A,A1,Confection,0.8,10369,16672,0.62,-0.18,233,44.5021,0.05,SOTUNITEX,15
11069,SOTUINTEX,4/14/2021,A,A2,Confection,0.8,10369,15769,0.66,-0.14,233,44.5021,0.05,SOTUNITEX,15
11070,SOTUINTEX,4/14/2021,A,A3,Confection,0.8,10413,16791,0.62,-0.18,234,44.5,0.03,SOTUNITEX,15
11071,SOTUINTEX,4/14/2021,B,B1,Confection,0.75,8453,14007,0.6,-0.15,245,34.502,0.05,SOTUNITEX,15
11072,SOTUINTEX,4/14/2021,B,B2,Confection,0.75,8453,14420,0.59,-0.16,245,34.502,0,SOTUNITEX,15
11073,SOTUINTEX,4/14/2021,C,C1,Confection,0.5,10675,22513,0.47,-0.03,350,30.5,0.02,SOTUNITEX,15
11074,SOTUINTEX,4/14/2021,C,C2,Confection,0.63,12936,20462,0.63,0,336,38.5,0.07,SOTUNITEX,15
11075,SOTUINTEX,4/14/2021,C,C3,Confection,0.65,12875,22741,0.57,-0.08,250,51.5,0.03,SOTUNITEX,15
11076,FINO INTER,4/14/2021,FINITION,FINITION,Lavage,0.7,6490,12480,0.52,-0.18,739,8.78214,0.1,Mohamed,15
11077,FINO INTER,4/14/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,10592,11520,0.92,0.22,3875,2.73342,0.11,Mohamed,15
11078,FINO INTER,4/14/2021,Lavage,Lavage,Lavage,0.6,2530,3840,0.66,0.06,2304,1.09809,0.1,Mohamed,15
11079,FINO INTER,4/14/2021,Teinture,Teinture,Lavage,0.6,1706,3360,0.51,-0.09,865,1.97225,0.25,Mohamed,15
11080,POLEX,1/14/2021,P1,PG1,Confection,0.7,6221.4,8880,0.7,0,351,17.7248,0.08,NADIA,2
11081,POLEX,1/14/2021,P1,PG2,Confection,0.7,7076.4,12255,0.58,-0.12,579,12.2218,0.08,NADIA,2
11082,POLEX,1/14/2021,P1,PG3,Confection,0.7,3115.2,6870,0.45,-0.25,292,10.6685,0.08,NADIA,2
11083,POLEX,1/14/2021,P1,PG4,Confection,0.7,6855,10920,0.63,-0.07,619,11.0743,0.08,NADIA,2
11084,POLEX,1/14/2021,P1,PG5,Confection,0.7,6477.6,10125,0.64,-0.06,505,12.8269,0.08,NADIA,2
11085,POLEX,1/14/2021,P1,PG6,Confection,0.7,5674.8,9000,0.63,-0.07,486,11.6765,0.08,NADIA,2
11086,POLEX,1/14/2021,P2,TG1,Confection,0.7,7315.2,10350,0.71,0.01,414,17.6696,0.16,NADIA,2
11087,POLEX,1/14/2021,P2,TG2,Confection,0.7,5260.8,9450,0.56,-0.14,301,17.4777,0.16,NADIA,2
11088,POLEX,1/14/2021,P2,TG3,Confection,0.7,6483,11205,0.58,-0.12,150,43.22,0.16,NADIA,2
11089,POLEX,1/14/2021,P2,TG4,Confection,0.7,5884.8,8445,0.7,0,504,11.6762,0.16,NADIA,2
11090,POLEX,1/14/2021,P2,TG5,Confection,0.45,1506,5460,0.28,-0.17,129,11.6744,0.16,NADIA,2
11091,TMT,4/15/2021,M1,S2,Confection,0.62,25952.7,45331.2,0.57,-0.05,2349,11.0484,0.07,Manizia,15
11092,TMT,4/15/2021,M2,Section 11,Confection,0.62,16312,30330.6,0.54,-0.08,1054,15.4762,0.11,Manizia,15
11093,TMT,4/15/2021,M2,Section 12,Confection,0.62,17714.3,29907.6,0.59,-0.03,1237,14.3204,0.12,Manizia,15
11094,TUNITEX,4/15/2021,A2,Section 1,Confection,0.59,16590,27375,0.61,0.02,1161,14.2894,0.12,Marwa,15
11095,TUNITEX,4/15/2021,A2,Section 2,Confection,0.59,14748,28245,0.52,-0.07,1019,14.473,0.13,Marwa,15
11096,TUNITEX,4/15/2021,A3,Section 1,Confection,0.59,14909,26205,0.57,-0.02,1433,10.404,0.3,Marwa,15
11097,TUNITEX,4/15/2021,A3,Section 2,Confection,0.59,11260,18405,0.61,0.02,727,15.4883,0.25,Marwa,15
11098,MCM,4/15/2021,MCM,MCM,Confection,0.53,15917,29400,0.54,0.01,1775,8.96732,0.09,Marwa,15
11099,TFG,4/15/2021,TFG,TFG,Confection,0.49,15010,33795,0.44,-0.05,1368,10.9722,0.13,Marwa,15
11100,ATS,4/15/2021,ATS,ATS,Confection,0.58,17541,29370,0.6,0.02,1239,14.1574,0.28,Marwa,15
11101,SOTUINTEX,4/15/2021,A,A1,Confection,0.8,8769,16650,0.53,-0.27,133,65.9323,0.06,SOTUNITEX,15
11102,SOTUINTEX,4/15/2021,A,A2,Confection,0.8,8769,16225,0.54,-0.26,133,65.9323,0.02,SOTUNITEX,15
11103,SOTUINTEX,4/15/2021,A,A3,Confection,0.8,8813,17078,0.52,-0.28,134,65.7687,0.01,SOTUNITEX,15
11104,SOTUINTEX,4/15/2021,B,B1,Confection,0.8,8625,10817,0.8,0,250,34.5,0,SOTUNITEX,15
11105,SOTUINTEX,4/15/2021,B,B2,Confection,0.75,8660,13425,0.65,-0.1,251,34.502,0.03,SOTUNITEX,15
11106,SOTUINTEX,4/15/2021,C,C1,Confection,0.5,10675,23832,0.45,-0.05,350,30.5,0.02,SOTUNITEX,15
11107,SOTUINTEX,4/15/2021,C,C2,Confection,0.5,11039,22535,0.49,-0.01,266,41.5,0.05,SOTUNITEX,15
11108,SOTUINTEX,4/15/2021,C,C3,Confection,0.77,18025,23350,0.77,0,350,51.5,0.02,SOTUNITEX,15
11109,FINO INTER,4/15/2021,FINITION,FINITION,Lavage,0.7,8293,13440,0.62,-0.08,1102,7.52541,0.03,Mohamed,15
11110,FINO INTER,4/15/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8606,11520,0.75,0.05,3462,2.48585,0.08,Mohamed,15
11111,FINO INTER,4/15/2021,Lavage,Lavage,Lavage,0.6,2797,3840,0.73,0.13,3050,0.917049,0,Mohamed,15
11112,FINO INTER,4/15/2021,Teinture,Teinture,Lavage,0.6,1539,2880,0.53,-0.07,689,2.23367,0.13,Mohamed,15
11113,POLEX,4/15/2021,P1,PG1,Confection,0.7,6631.8,9450,0.7,0,381,17.4063,0.1,NADIA,15
11114,POLEX,4/15/2021,P1,PG2,Confection,0.7,6306.8,9675,0.65,-0.05,516,12.2225,0.1,NADIA,15
11115,POLEX,4/15/2021,P1,PG3,Confection,0.7,3200.4,7590,0.42,-0.28,300,10.668,0.1,NADIA,15
11116,POLEX,4/15/2021,P1,PG4,Confection,0.7,6115.2,11130,0.55,-0.15,512,11.9438,0.1,NADIA,15
11117,POLEX,4/15/2021,P1,PG5,Confection,0.7,6541.8,9975,0.66,-0.04,549,11.9158,0.1,NADIA,15
11118,POLEX,4/15/2021,P1,PG6,Confection,0.7,5803.2,9060,0.64,-0.06,497,11.6765,0.1,NADIA,15
11119,POLEX,4/15/2021,P2,TG1,Confection,0.7,7297.8,10350,0.71,0.01,413,17.6702,0.12,NADIA,15
11120,POLEX,4/15/2021,P2,TG2,Confection,0.7,5374.2,9900,0.54,-0.16,307,17.5055,0.12,NADIA,15
11121,POLEX,4/15/2021,P2,TG3,Confection,0.7,7540.8,10930.2,0.69,-0.01,150,50.272,0.12,NADIA,15
11122,POLEX,4/15/2021,P2,TG4,Confection,0.7,6690.6,8955,0.75,0.05,573,11.6764,0.12,NADIA,15
11123,POLEX,4/15/2021,P2,TG5,Confection,0.45,1564.8,4050,0.39,-0.06,134,11.6776,0.12,NADIA,15
11124,TMT,4/16/2021,M1,S2,Confection,0.62,25113,43661.4,0.58,-0.04,1992,12.6069,0.11,Manizia,15
11125,TMT,4/16/2021,M2,Section 11,Confection,0.62,15858.5,29914.8,0.53,-0.09,1128,14.059,0.12,Manizia,15
11126,TMT,4/16/2021,M2,Section 12,Confection,0.62,18225.7,29761.2,0.61,-0.01,1450,12.5694,0.12,Manizia,15
11127,TUNITEX,4/16/2021,A2,Section 1,Confection,0.59,17412,27690,0.63,0.04,836,20.8278,0.12,Marwa,15
11128,TUNITEX,4/16/2021,A2,Section 2,Confection,0.59,17889,28695,0.62,0.03,1216,14.7113,0.1,Marwa,15
11129,TUNITEX,4/16/2021,A3,Section 1,Confection,0.59,14646,26100,0.56,-0.03,1213,12.0742,0.32,Marwa,15
11130,TUNITEX,4/16/2021,A3,Section 2,Confection,0.59,10040,18720,0.54,-0.05,643,15.6143,0.23,Marwa,15
11131,MCM,4/16/2021,MCM,MCM,Confection,0.53,15973,29340,0.54,0.01,1758,9.08589,0.09,Marwa,15
11132,TFG,4/16/2021,TFG,TFG,Confection,0.49,15406,33960,0.45,-0.04,1305,11.8054,0.12,Marwa,15
11133,ATS,4/16/2021,ATS,ATS,Confection,0.58,16341,27960,0.58,0,1131,14.4483,0.31,Marwa,15
11134,SOTUINTEX,4/16/2021,A,A1,Confection,0.8,7114,17251,0.41,-0.39,143,49.7483,0.05,SOTUNITEX,15
11135,SOTUINTEX,4/16/2021,A,A2,Confection,0.8,7158,16741,0.43,-0.37,144,49.7083,0.02,SOTUNITEX,15
11136,SOTUINTEX,4/16/2021,A,A3,Confection,0.8,7158,16471,0.43,-0.37,144,49.7083,0.03,SOTUNITEX,15
11137,SOTUINTEX,4/16/2021,B,B1,Confection,0.75,8591,14591,0.59,-0.16,249,34.502,0,SOTUNITEX,15
11138,SOTUINTEX,4/16/2021,B,B2,Confection,0.75,8591,14090,0.61,-0.14,249,34.502,0.01,SOTUNITEX,15
11139,SOTUINTEX,4/16/2021,C,C1,Confection,0.5,9150,23852,0.38,-0.12,300,30.5,0.02,SOTUNITEX,15
11140,SOTUINTEX,4/16/2021,C,C2,Confection,0.5,5229,23002,0.23,-0.27,126,41.5,0.04,SOTUNITEX,15
11141,SOTUINTEX,4/16/2021,C,C3,Confection,0.78,18025,23043,0.78,0,350,51.5,0.02,SOTUNITEX,15
11142,TMT,4/17/2021,M1,S2,Confection,0.62,24221.3,41520.6,0.58,-0.04,1895,12.7817,0.15,Manizia,15
11143,TMT,4/17/2021,M2,Section 11,Confection,0.62,13753,30246.6,0.45,-0.17,1002,13.7255,0.08,Manizia,15
11144,TMT,4/17/2021,M2,Section 12,Confection,0.62,19181.4,29681.4,0.65,0.03,1527,12.5615,0.12,Manizia,15
11145,TUNITEX,4/17/2021,A2,Section 1,Confection,0.59,17864,27180,0.66,0.07,961,18.589,0.11,Marwa,15
11146,TUNITEX,4/17/2021,A2,Section 2,Confection,0.59,17308,27390,0.63,0.04,1169,14.8058,0.11,Marwa,15
11147,TUNITEX,4/17/2021,A3,Section 1,Confection,0.59,13929,25770,0.54,-0.05,1081,12.8853,0.3,Marwa,15
11148,TUNITEX,4/17/2021,A3,Section 2,Confection,0.59,9913,18210,0.54,-0.05,657,15.0883,0.22,Marwa,15
11149,MCM,4/17/2021,MCM,MCM,Confection,0.53,14523,27645,0.53,0,1681,8.6395,0.11,Marwa,15
11150,TFG,4/17/2021,TFG,TFG,Confection,0.49,17487,34380,0.51,0.02,1499,11.6658,0.11,Marwa,15
11151,ATS,4/17/2021,ATS,ATS,Confection,0.58,12832,27555,0.47,-0.11,865,14.8347,0.31,Marwa,15
11152,POLEX,4/16/2021,P1,PG1,Confection,0.7,6558,9240,0.71,0.01,370,17.7243,0.09,NADIA,15
11153,POLEX,4/16/2021,P1,PG2,Confection,0.7,6255.6,9885,0.63,-0.07,527,11.8702,0.09,NADIA,15
11154,POLEX,4/16/2021,P1,PG3,Confection,0.7,3904.2,8040,0.49,-0.21,366,10.6672,0.09,NADIA,15
11155,POLEX,4/16/2021,P1,PG4,Confection,0.7,6937.8,11490,0.6,-0.1,579,11.9824,0.09,NADIA,15
11156,POLEX,4/16/2021,P1,PG5,Confection,0.7,6813,10035,0.68,-0.02,565,12.0584,0.09,NADIA,15
11157,POLEX,4/16/2021,P1,PG6,Confection,0.7,5686.2,9180,0.62,-0.08,487,11.676,0.09,NADIA,15
11158,POLEX,4/16/2021,P2,TG1,Confection,0.7,7350.6,10350,0.71,0.01,416,17.6697,0.16,NADIA,15
11159,POLEX,4/16/2021,P2,TG2,Confection,0.7,1336.8,8550,0.16,-0.54,79,16.9215,0.16,NADIA,15
11160,POLEX,4/16/2021,P2,TG3,Confection,0.7,8427,11205,0.75,0.05,170,49.5706,0.16,NADIA,15
11161,POLEX,4/16/2021,P2,TG4,Confection,0.7,5697.6,8010,0.71,0.01,488,11.6754,0.16,NADIA,15
11162,POLEX,4/16/2021,P2,TG5,Confection,0.45,1191,4500,0.26,-0.19,102,11.6765,0.16,NADIA,15
11163,FINO INTER,4/16/2021,FINITION,FINITION,Lavage,0.7,7972,13440,0.59,-0.11,1087,7.33395,0.03,Mohamed,15
11164,FINO INTER,4/16/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,9306,12000,0.78,0.08,3755,2.4783,0.04,Mohamed,15
11165,FINO INTER,4/16/2021,Lavage,Lavage,Lavage,0.6,3139,3840,0.82,0.22,2614,1.20084,0,Mohamed,15
11166,FINO INTER,4/16/2021,Teinture,Teinture,Lavage,0.6,2144,2880,0.74,0.14,981,2.18552,0.25,Mohamed,15
11167,SOTUINTEX,4/17/2021,A,A1,Confection,0.8,6059,15878,0.38,-0.42,166,36.5,0.08,SOTUNITEX,15
11168,SOTUINTEX,4/17/2021,A,A2,Confection,0.8,6096,17196,0.35,-0.45,167,36.503,0.02,SOTUNITEX,15
11169,SOTUINTEX,4/17/2021,A,A3,Confection,0.8,6096,16541,0.37,-0.43,167,36.503,0.03,SOTUNITEX,15
11170,SOTUINTEX,4/17/2021,B,B1,Confection,0.75,8798,15499,0.57,-0.18,255,34.502,0,SOTUNITEX,15
11171,SOTUINTEX,4/17/2021,B,B2,Confection,0.75,8798,14899,0.59,-0.16,255,34.502,0.01,SOTUNITEX,15
11172,SOTUINTEX,4/17/2021,C,C1,Confection,0.65,15250,23488,0.65,0,500,30.5,0.03,SOTUNITEX,15
11173,SOTUINTEX,4/17/2021,C,C2,Confection,0.5,0,23169,0,-0.5,0,0,0.05,SOTUNITEX,15
11174,SOTUINTEX,4/17/2021,C,C3,Confection,0.94,20600,21919,0.94,0,400,51.5,0.04,SOTUNITEX,15
11175,FINO INTER,4/17/2021,FINITION,FINITION,Lavage,0.7,6060,12480,0.49,-0.21,768,7.89062,0.1,Mohamed,15
11176,FINO INTER,4/17/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,6538,11040,0.59,-0.11,2614,2.50115,0.12,Mohamed,15
11177,FINO INTER,4/17/2021,Lavage,Lavage,Lavage,0.6,2531,3480,0.73,0.13,2473,1.02345,0,Mohamed,15
11178,FINO INTER,4/17/2021,Teinture,Teinture,Lavage,0.6,1507,2610,0.58,-0.02,518,2.90927,0.25,Mohamed,15
11179,TUNITEX,4/19/2021,A2,Section 1,Confection,0.59,15847,26205,0.6,0.01,769,20.6073,0.16,Marwa,16
11180,TUNITEX,4/19/2021,A2,Section 2,Confection,0.59,16106,26910,0.6,0.01,1130,14.2531,0.15,Marwa,16
11181,TUNITEX,4/19/2021,A3,Section 1,Confection,0.59,13214,26220,0.5,-0.09,1049,12.5968,0.34,Marwa,16
11182,TUNITEX,4/19/2021,A3,Section 2,Confection,0.59,10335,18450,0.56,-0.03,680,15.1985,0.22,Marwa,16
11183,MCM,4/19/2021,MCM,MCM,Confection,0.53,16330,30240,0.54,0.01,1841,8.87018,0.05,Marwa,16
11184,TFG,4/19/2021,TFG,TFG,Confection,0.49,14772,34290,0.43,-0.06,1193,12.3822,0.12,Marwa,16
11185,SOTUINTEX,4/19/2021,A,A1,Confection,0.8,11279,16795,0.67,-0.13,309,36.5016,0.06,SOTUNITEX,16
11186,SOTUINTEX,4/19/2021,A,A2,Confection,0.8,11315,16226,0.7,-0.1,310,36.5,0.06,SOTUNITEX,16
11187,SOTUINTEX,4/19/2021,A,A3,Confection,0.8,11352,15341,0.74,-0.06,311,36.5016,0.07,SOTUNITEX,16
